Source / mod JAR,Namespace,Advancement ID,Native title,Native description / source meaning,Trigger surface,Frame,Parent,Completion significance,Proposed presenter,Proposed INCLUDE/EXCLUDE,Proposal rationale / exclusion reason,Presenter rationale,Reserved by V5 quest (fill after detectors are pinned),Overlord override,Overlord presenter override,Overlord notes
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/all_monster_foods,The Privilege of The Living,Consume all monster foods and drinks... you monster,consume_item,challenge,dungeonsdelight:main/all_monster_effects,YES,Gristle,INCLUDE,completion significance (Q210),event theme (Q212),,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/break_bubblegunk,...And I'm All Out of Gum,"Fully consume a Bubblegunk, a sludge of rot that can decrease hunger",item_durability_changed,task,dungeonsdelight:main/eat_biteable_food,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/eat_biteable_food,Chewy!,Biteable foods will allow you to eat from it multiple times and refill it with specific items,consume_item,task,dungeonsdelight:main/eat_monster_food,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/eat_bloody_mary,Bloody Mary Challenge,Consume the disgusting concoction known as a bloody mary,consume_item,task,dungeonsdelight:main/eat_monster_food,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/eat_ghastly_spirits,Fizzy Lifting Drink,"Consume a bottle of Ghastly Spirits, a drink that can help you quickly escape your enemies!",consume_item,task,dungeonsdelight:main/use_cleaver,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/eat_horse,How Hungry...?,Consume an entire horse alive using the voracity effect,player_killed_entity,challenge,dungeonsdelight:main/obtain_voracity,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/eat_monster_food,"Ah, Dungeon Food",Combine monsters and ingredients together to create your first monster food,consume_item,task,dungeonsdelight:main/place_monster_pot,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/eat_sculk_food,Paint the Town Blue,Sculk foods grant a varying amount of experience based on the amount of sculk ingredients,consume_item,task,dungeonsdelight:main/place_embedded_eggs,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/eat_sniffer_food,Is It Worth It?,Consume a Sniffer food... you monster,consume_item,task,dungeonsdelight:main/use_cleaver,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/feed_wormouth,Symbiosis,Feed a Wormouth and let it expel you a reward,dungeonsdelight:feed_wormouth,task,dungeonsdelight:main/eat_monster_food,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/get_candied_sucker,Sweet Revenge!,Use an amethyst rock candy to imprison a Vex or Silverfish,inventory_changed,goal,dungeonsdelight:main/place_monster_pot,,Grubbison Jr,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/get_netherite_cleaver,Cutlery of Apostasy,Upgrade your cleaver using netherite and prepare to slice and dice like a master chef,inventory_changed,challenge,dungeonsdelight:main/get_slime_noodles,YES,Giblet the Sixth,INCLUDE,completion significance (Q210),event theme (Q212),,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/get_sculk_polyp,Apple of the Earth,Cut a chunk of sculk into a sculk polyp,inventory_changed,task,dungeonsdelight:main/use_cleaver,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/get_slime_noodles,Creepy Pasta,Cut a slab of slime into gooey noodles,inventory_changed,task,dungeonsdelight:main/use_cleaver,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/get_stained_scrap,Heavy Metal,"Destroy a spawner to obtain a stained scrap, a piece of metal with lively capabilities",inventory_changed,goal,dungeonsdelight:main/root,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/get_stained_weapon,A Slice of Life,Obtain a Stained Knife or Stained Cleaver and grasp the life essence of foes to charge it.,inventory_changed,challenge,dungeonsdelight:main/get_stained_scrap,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/obtain_burrow_gut,Eater of Worlds,"Silverfish foods will allow you to consume blocks by destroying them but only can eat monster foods, transforms the Haste effect",effects_changed,task,dungeonsdelight:main/obtain_pouncing,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/obtain_decisive,Chance Roll,"Stick held monster foods have a chance to land 1.75x critical hits, transforms the Strength effect",effects_changed,task,dungeonsdelight:main/get_candied_sucker,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/obtain_exudation,Evil Up,"Rot foods will make your absorption hearts take additional damage but explode on entities that hit you, transforms the Absorption effect",effects_changed,task,dungeonsdelight:main/place_rotbulb_crop,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/obtain_pouncing,Eye of The Spider,"Spider foods will allow you to climb and slide down blocks, transforms the Leaping effect",effects_changed,task,dungeonsdelight:main/eat_monster_food,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/obtain_tenacity,Struggler,"Bowled monster foods naturally heal based on how hungry you are, transforms the Comfort effect",effects_changed,task,dungeonsdelight:main/eat_monster_food,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/obtain_voracity,Don't Starve,"Plated monster foods will allow you to eat monsters alive but only can eat monster foods, transforms the Nourishment effect",effects_changed,task,dungeonsdelight:main/obtain_tenacity,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/place_dungeon_stove,"Uncaged, Unbound",Place down a dungeon stove which it's flame can heat a monster pot,placed_block,task,dungeonsdelight:main/get_stained_scrap,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/place_embedded_eggs,Won’t Take a Century,Combine eggs into a pile of sculk and let it fester,placed_block,task,dungeonsdelight:main/get_sculk_polyp,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/place_monster_pot,Delicious in a Dungeon,Put down a Monster Pot and start preparing monstrous meals!,placed_block,goal,dungeonsdelight:main/root,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/place_rotbulb_crop,Corpsebloom,"Plant a rotbulbling, a disgusting plant that spells like death",placed_block,task,dungeonsdelight:main/root,,Mortis,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/root,Dungeon's Delight,A world of monsters await you!,inventory_changed,task,,,Gnarl,INCLUDE,domain entry milestone (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/slime_food_not_consumed,Choking Hazard,Slime foods have a chance to bounce back out of your stomach and not be consumed,dungeonsdelight:slime_food,task,dungeonsdelight:main/get_slime_noodles,,,EXCLUDE,"mechanic explanation, not an accomplishment (Q210)",,,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/use_cleaver,Heaven Pierce Her,Throw a Cleaver to pierce and scavenge extra goods from foes,player_hurt_entity,task,dungeonsdelight:main/root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/use_gunk_arrow,Air Pollution,Shoot a Gunk Arrow at something,player_hurt_entity,task,dungeonsdelight:main/place_rotbulb_crop,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
forge-dungeonsdelight-1.20.1-1.3.0.jar,dungeonsdelight,dungeonsdelight:main/use_gunk_arrow_on_monster_yam,Septic Tank,Shoot a Gunk Arrow at a Monster Yam and have it's own horde attack it,player_hurt_entity,challenge,dungeonsdelight:main/use_gunk_arrow,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:antiquity_shard,Antiquity Shard,Get Vintage Metal,inventory_changed,task,gnumus:fatty_demon,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:business_approach,Business Approach,Trade with Gnumus Merchant using Gnumus Doubloons or Pile of Gnumus Doubloons,impossible,task,gnumus:fatty_demon,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:cheese_treat,Cheese Treat,Feed the Marsupial Mouse Gnumus Cheese,impossible,goal,gnumus:fatty_demon,,Gristle,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:fatty_demon,Fatty Demon,Kill Gnumus,impossible,task,,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:fragile_but_effective,Fragile But Effective,Craft a Gnumus Pickaxe or Gnumus Cutlass,impossible,task,gnumus:fatty_demon,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:hearty_dish,Hearty Dish,Make a Hearty Dinner,impossible,goal,gnumus:plan_boar,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:plan_boar,"Plan ""Boar""",Kill Big Snout,impossible,task,gnumus:fatty_demon,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:sack_collector,Pouch Collector,Have all 3 types of Gnumus Pouch in your inventory,impossible,goal,gnumus:fatty_demon,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:vasebreaker,Vasebreaker,Break the Fragile Gnumus Jug,impossible,task,gnumus:fatty_demon,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:vintage_blacksmith,Vintage Blacksmith,Make Vintage Alloy Ingot,impossible,task,gnumus:antiquity_shard,,Giblet the Sixth,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:vintage_improvement,Vintage Improvement,Upgrade your Gnumus Pickaxe or Gnumus Cutlass to vintage instruments,impossible,goal,gnumus:fragile_but_effective,,Grubbison Jr,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:vintage_rifleman,Vintage Rifleman,Get a Vintage Rifle,inventory_changed,goal,gnumus:vintage_blacksmith,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:vintage_technology,Vintage Technology,Make a Vintage Universal Tool,impossible,goal,gnumus:vintage_blacksmith,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:weight_loss_protection,Weight Loss Protection,Get the Gnumus Totem,inventory_changed,task,gnumus:fatty_demon,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:wellfed_warrior,Well-fed Warrior,Get Gnumus Helmet,inventory_changed,goal,gnumus:vintage_blacksmith,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
gnumus_settlement_[Forge]1.20.1_v1.0.jar,gnumus,gnumus:worthy_traders_hat,Worthy Trader's Hat,Get a Business Hat,inventory_changed,goal,gnumus:business_approach,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:bag_success,Mystery Bag,Open a bomb bag,impossible,goal,goblins_tyranny:engineer_success,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:barrel_success,Kinda Sus,Find a goblin in a barrel,impossible,challenge,goblins_tyranny:goblins_encounter_success,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:blazing_liquor_success,This is Fine !,Drink your first blazing liquor,consume_item,goal,goblins_tyranny:liquor_success,,Gristle,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:bomb_success,Bim Bam Boom !,Obtain a bomb,inventory_changed,task,goblins_tyranny:engineer_success,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:deadly_liquor_success,I Don't Feel so Good...,Drink your first deadly liquor,consume_item,goal,goblins_tyranny:liquor_success,,Gristle,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:droblin_success,Best Slave Forever,Obtain a Droblin,inventory_changed,task,goblins_tyranny:engineer_success,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:engineer_success,This is Goblin Musk,Use the engineer workbench,impossible,task,goblins_tyranny:goblins_encounter_success,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:fire_success,It's Time for Marshmallow,Obtain a fire bomb,inventory_changed,task,goblins_tyranny:engineer_success,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:glitteron_armor_success,Everyone should Wear an Armor,Obtain an armor for your Glitteron,inventory_changed,goal,goblins_tyranny:glitteron_success,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:glitteron_success,A Bug's Life,Tame a Glitteron,impossible,task,goblins_tyranny:goblins_meat_success,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:goblin_liquor_success,Sip by Sip,Drink your first goblin's liquor,consume_item,goal,goblins_tyranny:liquor_success,,Gristle,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:goblins_disguise_success,Hiding Among Fools,Craft a disguise to blend in with the goblins,inventory_changed,goal,goblins_tyranny:goblins_encounter_success,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:goblins_encounter_success,Goblin's Tyranny,Find your first goblin's structure,impossible,task,,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:goblins_meat_success,Goblin Eater,Try to eat goblin meat,consume_item,task,goblins_tyranny:goblins_slayer_success,,Gristle,INCLUDE,distinct authored native event (Q210),event theme (Q212),,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:goblins_slayer_success,Goblin Slayer,We do not come in peace,impossible,task,goblins_tyranny:goblins_encounter_success,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:liquor_success,My Eyes are Up Here !,Purchase some liquor from the bartender,impossible,task,goblins_tyranny:goblins_encounter_success,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:merchant_success,Have You Seen the Princess?,Purchase something from the merchant,impossible,task,goblins_tyranny:goblins_encounter_success,,,EXCLUDE,repetitive advancement family member (Q213),,,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:mushroom_success,Seeing a Rainbow Road ?,Give a mushroom stew to the merchant,impossible,challenge,goblins_tyranny:merchant_success,,Gristle,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:poison_success,Oh Right. The Poison.,Obtain a poison bomb,inventory_changed,task,goblins_tyranny:engineer_success,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:prototype_success,This is Mine Now,Obtain the goblin's prototype,inventory_changed,task,goblins_tyranny:goblins_encounter_success,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:skybound_success,To the Sky,Equip the full Skybound set,impossible,challenge,goblins_tyranny:upgrade_success,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:upgrade_success,"Upgrades, People. Upgrades.",Upgrade the goblin's prototype,inventory_changed,task,goblins_tyranny:prototype_success,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
goblins_tyranny-1.2.3-forge-1.20.1.jar,goblins_tyranny,goblins_tyranny:wake_up_success,Do Not Disturb,Wake up a sleeping drunk goblin,impossible,challenge,goblins_tyranny:liquor_success,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
